,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Female total,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other,Male total
50613,2016,Poland,POL,Germany,DEU,0,0,7,78,109,0,194,0,0,6,174,317,0,497
52317,2016,Syrian Arab Rep.,SYR,Slovenia,SVN,6,10,0,35,0,0,51,0,10,5,52,0,0,67
50240,2016,Armenia,ARM,France,FRA,0,0,0,0,0,2101,2101,0,0,0,0,0,2016,2016
52658,2016,Pakistan,PAK,Turkey,TUR,6,14,0,6,0,0,26,0,6,6,12,0,0,24
52875,2016,Portugal,PRT,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50225,2016,Togo,TGO,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54984,2017,Kuwait,KWT,Iran (Islamic Rep. of),IRN,0,0,0,8,0,0,8,0,0,0,0,0,0,0
56110,2017,Dem. People's Rep. of Korea,PRK,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54804,2017,Lebanon,LBN,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54707,2017,Senegal,SEN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54864,2017,China,CHN,India,IND,0,0,0,0,0,0,0,0,0,0,5,0,0,5
56704,2017,Yemen,YEM,Uganda,UGA,0,0,7,9,0,0,16,0,6,0,11,0,0,17
53938,2017,Eritrea,ERI,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55215,2017,Thailand,THA,Rep. of Korea,KOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0
54031,2017,Stateless,XXA,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56759,2017,Turkey,TUR,Uruguay,URY,0,0,5,0,0,0,5,0,0,0,0,0,0,0
55002,2017,Nigeria,NGA,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53459,2017,Peru,PER,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56874,2017,Nicaragua,NIC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54268,2017,Mali,MLI,France,FRA,0,0,0,0,0,3486,3486,0,0,0,0,0,895,895
53882,2017,Western Sahara,ESH,Cuba,CUB,0,0,0,26,0,0,26,0,0,0,150,0,0,150
55236,2017,Ethiopia,ETH,Libya,LBY,0,0,0,14,0,0,14,0,0,0,10,0,0,10
53317,2017,Dem. Rep. of the Congo,COD,Burundi,BDI,4474,7305,5149,14001,736,0,31665,4683,7449,5287,12184,599,0,30202
53731,2017,Stateless,XXA,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53887,2017,Armenia,ARM,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55751,2017,Libya,LBY,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56324,2017,Kenya,KEN,Eswatini,SWZ,0,0,5,0,0,0,5,0,0,0,0,0,0,0
55434,2017,Russian Federation,RUS,Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53828,2017,Chad,TCD,Dem. Rep. of the Congo,COD,0,0,0,0,0,0,0,5,0,0,0,0,0,5
53312,2017,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,6,0,0,0,0,6,0,0,0,9,0,0,9
55528,2017,Gambia,GMB,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55267,2017,Armenia,ARM,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54555,2017,Mauritania,MRT,Germany,DEU,0,0,0,11,0,0,11,5,0,0,12,5,0,22
55945,2017,Indonesia,IDN,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54580,2017,Romania,ROU,Germany,DEU,0,0,5,20,27,0,52,0,0,9,22,80,0,111
55112,2017,Venezuela (Bolivarian Republic of),VEN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55780,2017,Turkey,TUR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54290,2017,Senegal,SEN,France,FRA,0,0,0,0,0,739,739,0,0,0,0,0,355,355
54083,2017,Western Sahara,ESH,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,5,0,0,5
55132,2017,Somalia,SOM,Jordan,JOR,14,39,48,230,6,0,337,34,31,47,196,0,0,308
56731,2017,Rwanda,RWA,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,0,5,5
53163,2017,Kazakhstan,KAZ,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53511,2017,Lebanon,LBN,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,7,0,0,7
54390,2017,Jamaica,JAM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54708,2017,Sierra Leone,SLE,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55004,2017,Sudan,SDN,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53612,2017,Djibouti,DJI,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55796,2017,Sri Lanka,LKA,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55840,2017,Saudi Arabia,SAU,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55305,2017,Stateless,XXA,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54784,2017,Egypt,EGY,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55280,2017,Myanmar,MMR,Sri Lanka,LKA,5,5,0,7,0,0,17,8,0,0,10,0,0,18
55495,2017,Dem. Rep. of the Congo,COD,Morocco,MAR,10,12,8,50,0,0,80,9,8,13,68,0,0,98
54332,2017,Somalia,SOM,Gambia,GMB,0,0,5,0,0,0,5,0,0,0,0,0,0,0
54331,2017,Sierra Leone,SLE,Gambia,GMB,7,7,9,39,0,0,62,5,10,8,34,0,0,57
55375,2017,Guinea,GIN,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,8,0,0,8
54191,2017,Afghanistan,AFG,France,FRA,0,0,0,0,0,1577,1577,0,0,0,0,0,11848,11848
54822,2017,Uzbekistan,UZB,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53307,2017,Palestinian,PSE,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,5,0,0,0,5
54979,2017,Zambia,ZMB,Ireland,IRL,0,0,0,5,0,0,5,0,0,0,0,0,0,0
55468,2017,Myanmar,MMR,Malaysia,MYS,7287,4057,2222,19553,453,0,33572,7726,4181,3153,48710,680,0,64450
56639,2017,Egypt,EGY,Turkey,TUR,5,0,0,18,0,0,23,0,8,7,13,0,0,28
56786,2017,Cambodia,KHM,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55767,2017,Saudi Arabia,SAU,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54010,2017,Sri Lanka,LKA,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55015,2017,Burundi,BDI,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56106,2017,Iran (Islamic Rep. of),IRN,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54239,2017,Haiti,HTI,France,FRA,0,0,0,0,0,1575,1575,0,0,0,0,0,1922,1922
55828,2017,Sri Lanka,LKA,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54841,2017,Pakistan,PAK,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56032,2017,Syrian Arab Rep.,SYR,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54235,2017,Guinea-Bissau,GNB,France,FRA,0,0,0,0,0,296,296,0,0,0,0,0,600,600
53948,2017,Liberia,LBR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54044,2017,Iraq,IRQ,Dominican Rep.,DOM,0,0,0,0,0,0,0,0,0,0,5,0,0,5
56536,2017,Ukraine,UKR,Switzerland,CHE,0,6,0,15,8,0,29,0,0,0,8,0,5,13
56894,2017,Seychelles,SYC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55524,2017,Cameroon,CMR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56476,2017,Ghana,GHA,Switzerland,CHE,0,0,0,5,0,5,10,0,0,0,7,0,0,7
54918,2017,Cameroon,CMR,Ireland,IRL,0,0,5,32,0,0,37,0,0,5,43,0,0,48
53565,2017,Sudan,SDN,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56416,2017,Saudi Arabia,SAU,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54391,2017,Jordan,JOR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53990,2017,Congo,COG,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54188,2017,Venezuela (Bolivarian Republic of),VEN,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53055,2017,Yemen,YEM,Egypt,EGY,0,11,13,20,0,0,44,5,5,13,18,0,0,41
56455,2017,Belarus,BLR,Switzerland,CHE,0,0,0,11,0,11,22,0,7,0,7,0,7,21
56768,2017,Argentina,ARG,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53044,2017,Myanmar,MMR,Egypt,EGY,0,0,0,5,0,0,5,0,0,0,0,0,0,0
53834,2017,Somalia,SOM,Dem. Rep. of the Congo,COD,0,0,0,7,0,0,7,7,0,0,0,0,0,7
56117,2017,Sudan,SDN,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54040,2017,Yemen,YEM,Djibouti,DJI,122,329,406,568,64,0,1489,130,344,447,990,68,0,1979
57780,2018,Congo,COG,Chad,TCD,0,6,0,0,0,0,6,0,0,0,5,0,0,5
58347,2018,Congo,COG,Gabon,GAB,0,0,12,35,0,0,47,0,5,5,28,0,0,38
59018,2018,Sierra Leone,SLE,Ireland,IRL,0,0,0,9,0,0,9,0,0,0,13,0,0,13
60489,2018,Malaysia,MYS,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58458,2018,Rwanda,RWA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60595,2018,Mongolia,MNG,Switzerland,CHE,12,8,0,51,0,5,76,5,20,7,29,0,0,61
57385,2018,Iraq,IRQ,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60680,2018,Pakistan,PAK,Thailand,THA,105,151,89,535,30,0,910,98,177,115,614,28,0,1032
58429,2018,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59036,2018,Uzbekistan,UZB,Iran (Islamic Rep. of),IRN,0,0,0,0,0,0,0,0,0,7,0,0,0,7
57648,2018,Gabon,GAB,Canada,CAN,0,0,0,5,0,0,5,0,0,0,0,0,0,0
57578,2018,Dem. Rep. of the Congo,COD,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59141,2018,Peru,PER,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59691,2018,Ethiopia,ETH,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59359,2018,Ukraine,UKR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60889,2018,Bosnia and Herzegovina,BIH,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60458,2018,United Kingdom of Great Britain and Northern Ireland,GBR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57397,2018,Sri Lanka,LKA,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57444,2018,Syrian Arab Rep.,SYR,Benin,BEN,0,0,0,0,0,0,0,5,0,0,7,0,0,12
60309,2018,Liberia,LBR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57717,2018,Romania,ROU,Canada,CAN,0,0,5,0,0,0,5,0,0,0,5,0,0,5
60597,2018,Montenegro,MNE,Switzerland,CHE,0,5,6,12,0,0,23,7,7,0,8,0,5,27
59212,2018,Afghanistan,AFG,Kazakhstan,KAZ,18,29,39,164,11,0,261,16,47,35,165,14,0,277
60970,2018,Malawi,MWI,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57471,2018,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59696,2018,Guinea,GIN,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59281,2018,Somalia,SOM,Kuwait,KWT,5,9,16,81,9,0,120,0,15,20,63,10,0,108
59183,2018,Kuwait,KWT,Jordan,JOR,0,0,0,5,0,0,5,0,0,0,5,0,0,5
59824,2018,Israel,ISR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57938,2018,India,IND,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58431,2018,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60086,2018,Bangladesh,BGD,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59879,2018,Sudan,SDN,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59289,2018,Togo,TGO,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,5,0,0,5
60532,2018,Stateless,XXA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57224,2018,Turkey,TUR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59368,2018,Bhutan,BTN,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57838,2018,Liberia,LBR,Cameroon,CMR,0,0,0,0,0,0,0,0,0,9,0,0,0,9
58468,2018,Saint Kitts and Nevis,KNA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59247,2018,Cameroon,CMR,Rep. of Korea,KOR,5,0,0,5,0,0,10,0,5,0,5,0,0,10
58127,2018,Serbia and Kosovo: S/RES/1244 (1999),SRB,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60895,2018,Cayman Islands,CYM,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61052,2018,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5
59530,2018,Jordan,JOR,Malaysia,MYS,0,0,0,10,0,0,10,0,0,0,0,0,0,0
57631,2018,Dem. Rep. of the Congo,COD,Canada,CAN,113,155,152,482,19,0,921,103,175,159,472,16,0,925
58834,2018,Azerbaijan,AZE,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57287,2018,Mongolia,MNG,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57125,2018,Cote d'Ivoire,CIV,Armenia,ARM,0,0,0,0,0,0,0,0,0,0,6,0,0,6
59344,2018,Cameroon,CMR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59008,2018,Myanmar,MMR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,8,0,0,8
58179,2018,Iraq,IRQ,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59028,2018,Venezuela (Bolivarian Republic of),VEN,Ireland,IRL,0,0,0,10,0,0,10,0,0,5,14,0,0,19
57657,2018,Guatemala,GTM,Canada,CAN,0,0,5,21,0,0,26,0,6,0,32,0,0,38
58412,2018,Honduras,HND,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57462,2018,Afghanistan,AFG,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59668,2018,Egypt,EGY,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59213,2018,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,5,0,0,5,0,0,0,10,0,0,10
60874,2018,Argentina,ARG,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58857,2018,Nepal,NPL,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60749,2018,Kyrgyzstan,KGZ,Turkey,TUR,0,16,22,42,5,0,85,0,33,10,47,0,0,90
59442,2018,Afghanistan,AFG,North Macedonia,MKD,0,5,0,0,0,0,5,0,0,0,0,0,0,0
60301,2018,Honduras,HND,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59673,2018,Burundi,BDI,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58129,2018,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58526,2018,Botswana,BWA,Germany,DEU,0,0,0,5,0,0,5,0,0,0,0,0,0,0
60936,2018,India,IND,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57508,2018,Bosnia and Herzegovina,BIH,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60480,2018,Kuwait,KWT,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58661,2018,Ethiopia,ETH,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,7,0,0,7
59128,2018,Malawi,MWI,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59045,2018,Turkey,TUR,Iraq,IRQ,233,650,1257,4936,643,0,7719,276,682,1291,4941,496,0,7686
59238,2018,Tajikistan,TJK,Kyrgyzstan,KGZ,0,0,5,0,0,0,5,0,0,0,0,0,0,0
58878,2018,Palestinian,PSE,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60177,2018,Somalia,SOM,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60459,2018,Georgia,GEO,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60500,2018,Philippines,PHL,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57618,2018,Bolivia (Plurinational State of),BOL,Canada,CAN,0,0,0,5,0,0,5,0,0,0,0,0,0,0
58450,2018,Norway,NOR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58755,2018,Uganda,UGA,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60252,2018,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59732,2018,Sierra Leone,SLE,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57757,2018,Zambia,ZMB,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57117,2018,Ukraine,UKR,Argentina,ARG,0,8,0,35,7,0,50,0,8,0,43,5,0,56
59645,2018,Syrian Arab Rep.,SYR,Mauritius,MUS,0,0,0,0,0,0,0,0,5,0,0,0,0,5
58230,2018,Belarus,BLR,France,FRA,0,0,0,0,0,245,245,0,0,0,0,0,264,264
63318,2019,Ethiopia,ETH,Jordan,JOR,0,0,0,12,0,0,12,0,0,0,0,0,0,0
64478,2019,Dem. Rep. of the Congo,COD,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62752,2019,Syrian Arab Rep.,SYR,Germany,DEU,29466,37038,22742,112803,5867,0,207916,31218,41576,29517,255662,6929,0,364902
61178,2019,Armenia,ARM,Argentina,ARG,0,0,0,23,15,0,38,0,0,0,33,6,0,39
61454,2019,Burundi,BDI,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61949,2019,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,5,6,0,0,11,0,0,0,13,0,0,13
63066,2019,Egypt,EGY,Indonesia,IDN,0,5,0,0,0,0,5,0,0,0,13,0,0,13
64620,2019,Bahrain,BHR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63430,2019,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,0,0,0,0,0,0,5,6,0,0,11
64254,2019,Cuba,CUB,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62130,2019,Guinea-Bissau,GNB,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64205,2019,Central African Rep.,CAF,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63431,2019,Togo,TGO,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,5,0,0,5
65147,2019,Nigeria,NGA,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61983,2019,Iraq,IRQ,Colombia,COL,0,0,0,0,0,0,0,0,0,0,9,0,0,9
63470,2019,Iran (Islamic Rep. of),IRN,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63723,2019,Central African Rep.,CAF,Morocco,MAR,12,6,0,136,0,0,154,8,7,13,378,0,0,406
61322,2019,Sudan,SDN,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61113,2019,Cote d'Ivoire,CIV,Algeria,DZA,5,0,5,24,0,0,34,6,0,0,23,0,0,29
65172,2019,Saint Kitts and Nevis,KNA,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64369,2019,Zambia,ZMB,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62003,2019,Iraq,IRQ,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63886,2019,Russian Federation,RUS,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62691,2019,Japan,JPN,Germany,DEU,0,0,9,5,0,0,14,0,0,9,0,0,0,9
64479,2019,Colombia,COL,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62870,2019,Turkey,TUR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64613,2019,Afghanistan,AFG,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63427,2019,Mali,MLI,Liberia,LBR,0,0,0,9,0,0,9,0,5,0,5,0,0,10
61870,2019,Congo,COG,Central African Rep.,CAF,0,5,0,5,0,0,10,0,5,0,0,0,0,5
64207,2019,Cameroon,CMR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63936,2019,Central African Rep.,CAF,Nigeria,NGA,12,45,53,133,11,0,254,12,48,36,110,0,0,206
61281,2019,Japan,JPN,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61246,2019,Azerbaijan,AZE,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61256,2019,Congo,COG,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62232,2019,Georgia,GEO,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63260,2019,Mauritania,MRT,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61165,2019,Syrian Arab Rep.,SYR,Egypt,EGY,6550,11445,7760,33127,3360,0,62242,7010,11876,8357,36371,3354,0,66968
62433,2019,Senegal,SEN,France,FRA,0,0,0,0,0,1058,1058,0,0,0,0,0,629,629
62656,2019,Dem. Rep. of the Congo,COD,Germany,DEU,17,67,66,601,92,0,843,39,55,66,532,115,0,807
63055,2019,Myanmar,MMR,India,IND,109,203,166,823,37,0,1338,106,207,140,751,32,0,1236
62342,2019,Burkina Faso,BFA,France,FRA,0,0,0,0,0,173,173,0,0,0,0,0,110,110
64571,2019,Pakistan,PAK,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63502,2019,Uzbekistan,UZB,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65049,2019,Bahamas,BHS,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62075,2019,Cameroon,CMR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64955,2019,Congo,COG,Uganda,UGA,5,5,0,0,0,0,10,0,0,0,9,0,0,9
64950,2019,Yemen,YEM,United Arab Emirates,ARE,0,5,0,0,0,0,5,0,7,0,0,0,0,7
63490,2019,Georgia,GEO,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63459,2019,Turkey,TUR,Lebanon,LBN,0,0,0,0,0,0,0,0,0,7,0,0,0,7
65019,2019,Libya,LBY,Uruguay,URY,0,0,0,5,0,0,5,0,0,0,0,0,0,0
61452,2019,Armenia,ARM,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62838,2019,Kenya,KEN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64916,2019,Algeria,DZA,Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,9,0,0,9
61164,2019,South Sudan,SSD,Egypt,EGY,850,1399,1063,4189,157,0,7658,914,1442,1020,3756,42,0,7174
64229,2019,Rwanda,RWA,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62251,2019,Iraq,IRQ,Ethiopia,ETH,0,0,5,0,0,0,5,0,0,5,0,0,0,5
63287,2019,Senegal,SEN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61285,2019,Rep. of Korea,KOR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64694,2019,Rwanda,RWA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63420,2019,Iraq,IRQ,Kuwait,KWT,6,21,21,112,12,0,172,0,23,24,114,10,0,171
61657,2019,Liberia,LBR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63373,2019,Yemen,YEM,Kenya,KEN,0,5,0,11,0,0,16,0,9,0,35,0,0,44
63892,2019,Somalia,SOM,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64133,2019,Turkey,TUR,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63566,2019,Pakistan,PAK,Madagascar,MDG,0,9,0,16,0,0,25,0,5,5,18,0,0,28
62215,2019,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64934,2019,Syrian Arab Rep.,SYR,Turkey,TUR,285668,322983,179668,799852,56910,0,1645081,305587,343537,204763,1024856,52546,0,1931289
65178,2019,Eswatini,SWZ,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64804,2019,Russian Federation,RUS,Switzerland,CHE,15,21,18,109,12,0,175,13,26,24,72,6,0,141
63073,2019,Iraq,IRQ,Indonesia,IDN,14,58,32,113,5,0,222,16,63,45,200,7,0,331
64253,2019,Colombia,COL,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64679,2019,Malaysia,MYS,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61649,2019,Croatia,HRV,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62218,2019,United States of America,USA,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64842,2019,Libya,LBY,Syrian Arab Rep.,SYR,0,0,0,5,0,0,5,0,0,6,0,0,0,6
61504,2019,Sri Lanka,LKA,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
